emp_no,first_name,last_name,salary,to_date,title
79463,Mizuhito,Hennebert,54552,9999-01-01,Staff
79470,Sadegh,Schmittgen,56510,9999-01-01,Engineer
79470,Sadegh,Schmittgen,56510,9999-01-01,Senior Engineer
79473,Denny,Ellozy,51708,9999-01-01,Technique Leader
79477,Teruyuki,Gronowski,40000,9999-01-01,Senior Staff
79477,Teruyuki,Gronowski,40000,9999-01-01,Staff
79486,Mitchel,Garigliano,60434,9999-01-01,Engineer
79486,Mitchel,Garigliano,60434,9999-01-01,Senior Engineer
79488,Yolla,Shumilov,50039,9999-01-01,Senior Engineer
79505,Sariel,Farrel,63233,9999-01-01,Engineer
79505,Sariel,Farrel,63233,9999-01-01,Senior Engineer
79509,Vitaly,Akiyama,96991,9999-01-01,Senior Staff
79509,Vitaly,Akiyama,96991,9999-01-01,Staff
79563,Golgen,Chleq,69643,9999-01-01,Senior Staff
79563,Golgen,Chleq,69643,9999-01-01,Staff
79566,Fumino,Peron,89076,9999-01-01,Senior Staff
79566,Fumino,Peron,89076,9999-01-01,Staff
79567,Karoline,Willoner,51546,9999-01-01,Assistant Engineer
79567,Karoline,Willoner,51546,9999-01-01,Engineer
79567,Karoline,Willoner,51546,9999-01-01,Senior Engineer
79590,Jiakeng,Ariola,40635,9999-01-01,Senior Staff
79590,Jiakeng,Ariola,40635,9999-01-01,Staff
79612,Jaewon,Monarch,40000,9999-01-01,Engineer
79612,Jaewon,Monarch,40000,9999-01-01,Senior Engineer
79644,Radoslaw,Lindenbaum,40000,9999-01-01,Technique Leader
79668,Kyoichi,Eterovic,40000,9999-01-01,Technique Leader
79669,Premsyl,Meszaros,44222,9999-01-01,Assistant Engineer
79681,Demin,Panwar,41548,9999-01-01,Senior Engineer
79684,JiYoung,Janocha,64447,9999-01-01,Senior Staff
79688,Gift,Billingsley,56991,9999-01-01,Engineer
79688,Gift,Billingsley,56991,9999-01-01,Senior Engineer
79696,Gopalakrishnan,Vadhan,55778,9999-01-01,Engineer
79696,Gopalakrishnan,Vadhan,55778,9999-01-01,Senior Engineer
79703,Remco,Einsfeld,49181,9999-01-01,Engineer
79703,Remco,Einsfeld,49181,9999-01-01,Senior Engineer
79704,Ipke,Neiman,48603,9999-01-01,Assistant Engineer
79704,Ipke,Neiman,48603,9999-01-01,Engineer
79708,Yechiam,Baak,43736,9999-01-01,Senior Staff
79735,Hideo,Conti,40000,9999-01-01,Technique Leader
79748,George,Beutelspacher,40000,9999-01-01,Engineer
79748,George,Beutelspacher,40000,9999-01-01,Senior Engineer
79750,Jongsuk,Benzmuller,40000,9999-01-01,Senior Staff
79750,Jongsuk,Benzmuller,40000,9999-01-01,Staff
79761,Prasadram,Encarnacion,47466,9999-01-01,Senior Engineer
79765,Gonzalo,Danecki,55420,9999-01-01,Senior Staff
79765,Gonzalo,Danecki,55420,9999-01-01,Staff
79766,Fox,Swiler,40000,9999-01-01,Engineer
79772,Xiaoqiu,Gulik,69129,9999-01-01,Senior Staff
79779,Stella,Orlowska,40000,9999-01-01,Engineer
79779,Stella,Orlowska,40000,9999-01-01,Senior Engineer
79783,Thodoros,Szilard,67885,9999-01-01,Engineer
79783,Thodoros,Szilard,67885,9999-01-01,Senior Engineer
79789,Kotesh,Crelier,40000,9999-01-01,Engineer
79789,Kotesh,Crelier,40000,9999-01-01,Senior Engineer
79794,Yaghout,Rissland,41327,9999-01-01,Senior Staff
79811,Tze,Krohm,40000,9999-01-01,Senior Staff
79811,Tze,Krohm,40000,9999-01-01,Staff
79833,Yongdong,Homond,40687,9999-01-01,Engineer
79833,Yongdong,Homond,40687,9999-01-01,Senior Engineer
79834,Guiseppe,Wuwongse,68288,9999-01-01,Senior Staff
79834,Guiseppe,Wuwongse,68288,9999-01-01,Staff
79839,Khue,Bolotov,45102,9999-01-01,Engineer
79839,Khue,Bolotov,45102,9999-01-01,Senior Engineer
79855,Gudjon,Constantine,45522,9999-01-01,Senior Engineer
79858,Mansur,Marzano,43004,9999-01-01,Engineer
79858,Mansur,Marzano,43004,9999-01-01,Senior Engineer
79876,Randy,Feinberg,45595,9999-01-01,Senior Staff
79876,Randy,Feinberg,45595,9999-01-01,Staff
79879,Masako,Schaap,40000,9999-01-01,Senior Staff
79879,Masako,Schaap,40000,9999-01-01,Staff
79900,Mong,Luck,40000,9999-01-01,Senior Staff
79900,Mong,Luck,40000,9999-01-01,Staff
79906,Tomoyuki,Waterhouse,53526,9999-01-01,Senior Staff
79906,Tomoyuki,Waterhouse,53526,9999-01-01,Staff
79910,Gad,Honglei,77027,9999-01-01,Senior Staff
79911,Heather,Zaumen,40000,9999-01-01,Senior Engineer
79921,Hatim,Cochrane,40000,9999-01-01,Engineer
79921,Hatim,Cochrane,40000,9999-01-01,Senior Engineer
79958,Xinglin,Versino,44663,9999-01-01,Engineer
79958,Xinglin,Versino,44663,9999-01-01,Senior Engineer
79972,Abdelghani,Thummel,40000,9999-01-01,Senior Staff
79972,Abdelghani,Thummel,40000,9999-01-01,Staff
79973,Zine,Socorro,58515,9999-01-01,Senior Staff
79973,Zine,Socorro,58515,9999-01-01,Staff
79979,Yunming,Papsdorf,69991,9999-01-01,Engineer
79979,Yunming,Papsdorf,69991,9999-01-01,Senior Engineer
79991,Yahiko,Czap,40000,9999-01-01,Engineer
79991,Yahiko,Czap,40000,9999-01-01,Senior Engineer
79999,Chuanti,Jakobus,53653,9999-01-01,Engineer
79999,Chuanti,Jakobus,53653,9999-01-01,Senior Engineer
80031,Wayne,Bach,60298,9999-01-01,Engineer
80031,Wayne,Bach,60298,9999-01-01,Senior Engineer
80032,Yurij,Isaac,71546,9999-01-01,Senior Staff
80032,Yurij,Isaac,71546,9999-01-01,Staff
80038,Vitaly,Gewali,54900,9999-01-01,Technique Leader
80046,Zhanqiu,Yemenis,57292,9999-01-01,Engineer
80070,Mana,Thisen,61825,9999-01-01,Senior Staff
80070,Mana,Thisen,61825,9999-01-01,Staff
80072,Erzsebet,Kampfer,40000,9999-01-01,Staff
80087,Gully,Mitchem,72886,9999-01-01,Technique Leader
80092,Yucel,Wilharm,76550,9999-01-01,Assistant Engineer
80092,Yucel,Wilharm,76550,9999-01-01,Engineer
80092,Yucel,Wilharm,76550,9999-01-01,Senior Engineer
80098,TRUE,Kusakabe,53636,9999-01-01,Senior Staff
80098,TRUE,Kusakabe,53636,9999-01-01,Staff
80128,Genta,Ushiama,40000,9999-01-01,Engineer
80128,Genta,Ushiama,40000,9999-01-01,Senior Engineer
80129,Hairong,Fargier,56879,9999-01-01,Senior Staff
80130,Jinya,Waschkowski,59967,9999-01-01,Senior Staff
80131,Gill,Schurmann,40000,9999-01-01,Staff
80132,Nidapan,Hedayat,46989,9999-01-01,Engineer
80132,Nidapan,Hedayat,46989,9999-01-01,Senior Engineer
80136,Gaurav,Berstel,57680,9999-01-01,Engineer
80136,Gaurav,Berstel,57680,9999-01-01,Senior Engineer
80137,Kiyokazu,Vuskovic,51393,9999-01-01,Senior Staff
80137,Kiyokazu,Vuskovic,51393,9999-01-01,Staff
80144,Boutros,Dechter,44917,9999-01-01,Engineer
80144,Boutros,Dechter,44917,9999-01-01,Senior Engineer
80156,Terresa,Pleszkun,40000,9999-01-01,Engineer
80156,Terresa,Pleszkun,40000,9999-01-01,Senior Engineer
80159,Jiafu,Rijckaert,40000,9999-01-01,Senior Staff
80160,Nigel,Oberman,40000,9999-01-01,Technique Leader
80166,Monique,Murrill,64575,9999-01-01,Engineer
80166,Monique,Murrill,64575,9999-01-01,Senior Engineer
80171,Kshitij,Zykh,40000,9999-01-01,Technique Leader
80183,Mats,Munke,66573,9999-01-01,Senior Staff
80184,Pintsang,Couchot,45100,9999-01-01,Senior Staff
80186,Tayeb,Huttel,60850,9999-01-01,Engineer
80186,Tayeb,Huttel,60850,9999-01-01,Senior Engineer
80195,Sorina,Peral,40000,9999-01-01,Senior Staff
80195,Sorina,Peral,40000,9999-01-01,Staff
80198,Yefim,Anger,43274,9999-01-01,Senior Staff
80200,Yurii,Ghazalie,59857,9999-01-01,Engineer
80207,Yifei,Matzov,40000,9999-01-01,Senior Staff
80207,Yifei,Matzov,40000,9999-01-01,Staff
80208,Elvia,Samarati,42186,9999-01-01,Technique Leader
80223,Sadegh,Einsfeld,45975,9999-01-01,Engineer
80223,Sadegh,Einsfeld,45975,9999-01-01,Senior Engineer
80224,Reinhard,Zaiane,54345,9999-01-01,Senior Staff
80225,Shridhar,Malabarba,50529,9999-01-01,Senior Staff
80225,Shridhar,Malabarba,50529,9999-01-01,Staff
80227,Kerryn,Braunschweig,54326,9999-01-01,Engineer
80227,Kerryn,Braunschweig,54326,9999-01-01,Senior Engineer
80251,Yoshinari,Kitai,42153,9999-01-01,Engineer
80251,Yoshinari,Kitai,42153,9999-01-01,Senior Engineer
80258,Hirochika,Hiyoshi,93572,9999-01-01,Senior Staff
80258,Hirochika,Hiyoshi,93572,9999-01-01,Staff
80259,Haldon,Siprelle,49124,9999-01-01,Assistant Engineer
80259,Haldon,Siprelle,49124,9999-01-01,Engineer
80263,Gilbert,Etalle,54269,9999-01-01,Senior Engineer
80270,Fen,Jonsson,95653,9999-01-01,Senior Staff
80270,Fen,Jonsson,95653,9999-01-01,Staff
80288,Teiji,Rousseau,40000,9999-01-01,Engineer
80288,Teiji,Rousseau,40000,9999-01-01,Senior Engineer
80318,Angus,Schneeberger,40000,9999-01-01,Engineer
80318,Angus,Schneeberger,40000,9999-01-01,Senior Engineer
80332,Behnaam,Masand,52246,9999-01-01,Senior Staff
80332,Behnaam,Masand,52246,9999-01-01,Staff
80358,Mong,Huhdanpaa,76727,9999-01-01,Engineer
80358,Mong,Huhdanpaa,76727,9999-01-01,Senior Engineer
80370,Honesty,Weiland,50654,9999-01-01,Engineer
80370,Honesty,Weiland,50654,9999-01-01,Senior Engineer
80372,Aleksandar,Khasidashvili,87200,9999-01-01,Staff
80375,Atreye,Peac,40000,9999-01-01,Engineer
80375,Atreye,Peac,40000,9999-01-01,Senior Engineer
80389,Pasqua,Rosiles,40000,9999-01-01,Engineer
80429,Prodip,Suermann,75560,9999-01-01,Senior Staff
80439,Jolita,Calkin,46011,9999-01-01,Engineer
80439,Jolita,Calkin,46011,9999-01-01,Senior Engineer
80451,Raimond,Undy,59944,9999-01-01,Engineer
80451,Raimond,Undy,59944,9999-01-01,Senior Engineer
80455,Guther,Murrill,55294,9999-01-01,Senior Engineer
80456,Aemilian,Gire,40000,9999-01-01,Assistant Engineer
80456,Aemilian,Gire,40000,9999-01-01,Engineer
80456,Aemilian,Gire,40000,9999-01-01,Senior Engineer
80466,Takahiro,Bala,78991,9999-01-01,Staff
80479,Sanjay,Kragelund,40000,9999-01-01,Senior Staff
80479,Sanjay,Kragelund,40000,9999-01-01,Staff
80489,Mani,Billawala,43454,9999-01-01,Senior Engineer
80498,Arve,Pokrovskii,40000,9999-01-01,Senior Staff
80498,Arve,Pokrovskii,40000,9999-01-01,Staff
80520,Lijie,Crelier,47245,9999-01-01,Senior Engineer
80546,Fuqing,Matzel,47440,9999-01-01,Senior Staff
80546,Fuqing,Matzel,47440,9999-01-01,Staff
80550,Candida,Cullers,45292,9999-01-01,Engineer
80550,Candida,Cullers,45292,9999-01-01,Senior Engineer
80561,Visit,Solovay,45289,9999-01-01,Engineer
80561,Visit,Solovay,45289,9999-01-01,Senior Engineer
80570,Martial,Zykh,40000,9999-01-01,Engineer
80570,Martial,Zykh,40000,9999-01-01,Senior Engineer
80600,Yongdong,Werthner,40000,9999-01-01,Engineer
80600,Yongdong,Werthner,40000,9999-01-01,Senior Engineer
80611,Pramod,Sifakis,45634,9999-01-01,Senior Engineer
80617,Prodip,Kugler,42118,9999-01-01,Engineer
80617,Prodip,Kugler,42118,9999-01-01,Senior Engineer
80620,Filipe,Gischer,79127,9999-01-01,Senior Staff
80620,Filipe,Gischer,79127,9999-01-01,Staff
80637,Eishiro,Larfeldt,57520,9999-01-01,Senior Staff
80639,Uma,Mahnke,42135,9999-01-01,Engineer
80639,Uma,Mahnke,42135,9999-01-01,Senior Engineer
80653,Chiranjit,Kavanagh,64113,9999-01-01,Senior Engineer
80665,Angel,Angot,64768,9999-01-01,Senior Staff
80665,Angel,Angot,64768,9999-01-01,Staff
80681,Gina,DasSarma,40000,9999-01-01,Engineer
80681,Gina,DasSarma,40000,9999-01-01,Senior Engineer
80684,Takanari,VanScheik,46101,9999-01-01,Senior Staff
80684,Takanari,VanScheik,46101,9999-01-01,Staff
80687,Pradeep,Calkin,44986,9999-01-01,Engineer
80687,Pradeep,Calkin,44986,9999-01-01,Senior Engineer
80689,Hitofumi,Conta,44594,9999-01-01,Engineer
80689,Hitofumi,Conta,44594,9999-01-01,Senior Engineer
80705,Josyula,Shackel,50573,9999-01-01,Technique Leader
80717,Valdiodio,Frijda,52990,9999-01-01,Senior Staff
80717,Valdiodio,Frijda,52990,9999-01-01,Staff
80721,Katsuyuki,Delgrossi,52063,9999-01-01,Senior Staff
80721,Katsuyuki,Delgrossi,52063,9999-01-01,Staff
80722,Yechiam,Bage,70299,9999-01-01,Senior Staff
80722,Yechiam,Bage,70299,9999-01-01,Staff
80724,Yongdong,Casperson,52024,9999-01-01,Senior Staff
80740,Shuzo,Kermarrec,40000,9999-01-01,Engineer
80740,Shuzo,Kermarrec,40000,9999-01-01,Senior Engineer
80744,Badri,Bauknecht,68891,9999-01-01,Staff
80746,Keiichiro,Jahnichen,53520,9999-01-01,Engineer
80746,Keiichiro,Jahnichen,53520,9999-01-01,Senior Engineer
80751,Zhensheng,Swan,49178,9999-01-01,Senior Engineer
80768,Shounak,Janocha,40000,9999-01-01,Technique Leader
80774,Vishv,Pollacia,56559,9999-01-01,Engineer
80774,Vishv,Pollacia,56559,9999-01-01,Senior Engineer
80781,Xudong,Danner,40000,9999-01-01,Senior Engineer
80790,Stepehn,Unno,42243,9999-01-01,Assistant Engineer
80790,Stepehn,Unno,42243,9999-01-01,Engineer
80790,Stepehn,Unno,42243,9999-01-01,Senior Engineer
80791,Takahiro,Molenkamp,63921,9999-01-01,Engineer
80791,Takahiro,Molenkamp,63921,9999-01-01,Senior Engineer
80801,Bluma,Ambroszkiewicz,71885,9999-01-01,Senior Staff
80801,Bluma,Ambroszkiewicz,71885,9999-01-01,Staff
80805,Mabo,Lorin,40000,9999-01-01,Engineer
80805,Mabo,Lorin,40000,9999-01-01,Senior Engineer
80810,Khalid,Merkl,72305,9999-01-01,Senior Staff
80810,Khalid,Merkl,72305,9999-01-01,Staff
80833,Jaihie,Demri,56899,9999-01-01,Senior Engineer
80834,Sham,Reinhart,63749,9999-01-01,Engineer
80834,Sham,Reinhart,63749,9999-01-01,Senior Engineer
80838,Cheong,Ruemmler,68639,9999-01-01,Senior Staff
80844,Brigham,Hellwagner,40000,9999-01-01,Technique Leader
80851,Sastry,Escriba,40000,9999-01-01,Engineer
80851,Sastry,Escriba,40000,9999-01-01,Senior Engineer
80852,Yannis,Randt,66650,9999-01-01,Technique Leader
80853,Claude,Bashian,56618,9999-01-01,Senior Staff
80853,Claude,Bashian,56618,9999-01-01,Staff
80859,Ottavia,Krychniak,76924,9999-01-01,Engineer
80859,Ottavia,Krychniak,76924,9999-01-01,Senior Engineer
80862,Serenella,Improta,62569,9999-01-01,Senior Staff
80862,Serenella,Improta,62569,9999-01-01,Staff
80869,Ishfaq,Randi,40000,9999-01-01,Engineer
80869,Ishfaq,Randi,40000,9999-01-01,Senior Engineer
80873,Marsal,Nishimukai,100843,9999-01-01,Senior Staff
80873,Marsal,Nishimukai,100843,9999-01-01,Staff
80894,Kousuke,Georgakopoulos,42225,9999-01-01,Senior Engineer
80896,Paloma,Hardjono,40000,9999-01-01,Senior Staff
80903,Yakichi,Dulin,61890,9999-01-01,Engineer
80903,Yakichi,Dulin,61890,9999-01-01,Senior Engineer
80923,Yaghout,Kavanagh,40000,9999-01-01,Senior Staff
80923,Yaghout,Kavanagh,40000,9999-01-01,Staff
80929,Nevio,Kading,44744,9999-01-01,Senior Staff
80929,Nevio,Kading,44744,9999-01-01,Staff
80935,Terresa,Birke,77408,9999-01-01,Engineer
80935,Terresa,Birke,77408,9999-01-01,Senior Engineer
80937,Chikako,Jiang,105373,9999-01-01,Senior Staff
80940,Kazuhiko,Smeets,67764,9999-01-01,Engineer
80940,Kazuhiko,Smeets,67764,9999-01-01,Senior Engineer
80955,Marc,Fioravanti,40000,9999-01-01,Senior Staff
80962,Ute,Broder,52745,9999-01-01,Senior Staff
80962,Ute,Broder,52745,9999-01-01,Staff
80971,Mountaz,Rijckaert,40000,9999-01-01,Engineer
80971,Mountaz,Rijckaert,40000,9999-01-01,Senior Engineer
80977,Mana,Danner,59776,9999-01-01,Senior Engineer
80980,Hyuncheol,Stentiford,40000,9999-01-01,Senior Staff
80980,Hyuncheol,Stentiford,40000,9999-01-01,Staff
80981,Fumitake,Niizuma,40000,9999-01-01,Assistant Engineer
80987,Zito,Gulla,40000,9999-01-01,Engineer
80987,Zito,Gulla,40000,9999-01-01,Senior Engineer
80991,Marco,Schreiter,61478,9999-01-01,Senior Staff
80991,Marco,Schreiter,61478,9999-01-01,Staff
80998,Leandro,Lampe,56045,9999-01-01,Assistant Engineer
80998,Leandro,Lampe,56045,9999-01-01,Engineer
80998,Leandro,Lampe,56045,9999-01-01,Senior Engineer
81000,Neelam,Thisen,51362,9999-01-01,Engineer
81000,Neelam,Thisen,51362,9999-01-01,Senior Engineer
81001,Toshimori,Krider,46872,9999-01-01,Senior Staff
81001,Toshimori,Krider,46872,9999-01-01,Staff
81007,Mototsugu,Rande,54177,9999-01-01,Staff
81015,Marke,Breugel,52989,9999-01-01,Senior Engineer
81035,Hsiangchu,Boreale,42922,9999-01-01,Senior Staff
81035,Hsiangchu,Boreale,42922,9999-01-01,Staff
81036,Alassane,Fargier,40000,9999-01-01,Technique Leader
81047,Masaki,Dulay,58336,9999-01-01,Engineer
81047,Masaki,Dulay,58336,9999-01-01,Senior Engineer
81050,Moti,Sridhar,40000,9999-01-01,Engineer
81050,Moti,Sridhar,40000,9999-01-01,Senior Engineer
81052,Ziya,Levergood,46518,9999-01-01,Staff
81068,Uno,Ecklund,41658,9999-01-01,Assistant Engineer
81068,Uno,Ecklund,41658,9999-01-01,Engineer
81068,Uno,Ecklund,41658,9999-01-01,Senior Engineer
81070,Mariangiola,Rosaz,64942,9999-01-01,Senior Engineer
81079,Nahla,Mellouli,53145,9999-01-01,Senior Staff
81079,Nahla,Mellouli,53145,9999-01-01,Staff
81142,Heon,Zastre,40000,9999-01-01,Senior Staff
81149,Tianruo,Georg,40000,9999-01-01,Assistant Engineer
81149,Tianruo,Georg,40000,9999-01-01,Engineer
81152,Macha,Junet,43255,9999-01-01,Engineer
81152,Macha,Junet,43255,9999-01-01,Senior Engineer
81158,Filipp,Percebois,40469,9999-01-01,Senior Engineer
81166,Tayeb,Przulj,47902,9999-01-01,Senior Staff
81166,Tayeb,Przulj,47902,9999-01-01,Staff
81167,Yurij,Francisci,68390,9999-01-01,Senior Staff
81167,Yurij,Francisci,68390,9999-01-01,Staff
81177,Bodh,Berendt,68201,9999-01-01,Assistant Engineer
81185,Takushi,Kossowski,43609,9999-01-01,Engineer
81185,Takushi,Kossowski,43609,9999-01-01,Senior Engineer
81189,Serge,Broomell,67012,9999-01-01,Senior Staff
81189,Serge,Broomell,67012,9999-01-01,Staff
81201,Werner,Knightly,97128,9999-01-01,Senior Staff
81201,Werner,Knightly,97128,9999-01-01,Staff
81207,Barry,Hofstetter,85231,9999-01-01,Engineer
81207,Barry,Hofstetter,85231,9999-01-01,Senior Engineer
81208,Sumant,Rindone,83869,9999-01-01,Senior Engineer
81218,Nectarios,Impagliazzo,63558,9999-01-01,Engineer
81218,Nectarios,Impagliazzo,63558,9999-01-01,Senior Engineer
81245,Matk,Krzyzanowski,40000,9999-01-01,Engineer
81264,Dannz,Erdmenger,50625,9999-01-01,Senior Staff
81264,Dannz,Erdmenger,50625,9999-01-01,Staff
81271,Kendra,Bade,54625,9999-01-01,Senior Staff
81271,Kendra,Bade,54625,9999-01-01,Staff
81286,Richara,Fontet,40000,9999-01-01,Senior Staff
81286,Richara,Fontet,40000,9999-01-01,Staff
81292,Ortrun,Copas,42889,9999-01-01,Senior Engineer
81299,Visit,Ghemri,50676,9999-01-01,Senior Staff
81299,Visit,Ghemri,50676,9999-01-01,Staff
81303,Ghassan,Berstel,70323,9999-01-01,Senior Staff
81303,Ghassan,Berstel,70323,9999-01-01,Staff
81324,Marl,Rossi,42237,9999-01-01,Assistant Engineer
81324,Marl,Rossi,42237,9999-01-01,Engineer
81329,Divine,Gire,40000,9999-01-01,Senior Engineer
81338,Xiaoqiang,Erol,46208,9999-01-01,Senior Staff
81338,Xiaoqiang,Erol,46208,9999-01-01,Staff
81340,Baocai,Poehlman,82277,9999-01-01,Senior Staff
81340,Baocai,Poehlman,82277,9999-01-01,Staff
81344,Leif,Hiraishi,48782,9999-01-01,Engineer
81358,Premal,Quadeer,95018,9999-01-01,Senior Staff
81358,Premal,Quadeer,95018,9999-01-01,Staff
81368,Frederique,Ghemri,40818,9999-01-01,Engineer
81368,Frederique,Ghemri,40818,9999-01-01,Senior Engineer
81376,Gunilla,Fabrizio,49909,9999-01-01,Assistant Engineer
81376,Gunilla,Fabrizio,49909,9999-01-01,Engineer
81376,Gunilla,Fabrizio,49909,9999-01-01,Senior Engineer
81398,Hyuncheol,Gulak,40000,9999-01-01,Technique Leader
81401,Monique,Kaltofen,45372,9999-01-01,Senior Staff
81401,Monique,Kaltofen,45372,9999-01-01,Staff
81407,Hsiangchu,Rosin,40000,9999-01-01,Senior Staff
81407,Hsiangchu,Rosin,40000,9999-01-01,Staff
81408,Atreye,Picaronny,74543,9999-01-01,Senior Staff
81408,Atreye,Picaronny,74543,9999-01-01,Staff
81411,Eben,Stenning,40445,9999-01-01,Engineer
81411,Eben,Stenning,40445,9999-01-01,Senior Engineer
81412,Zhenhua,Menyhert,63222,9999-01-01,Senior Staff
81412,Zhenhua,Menyhert,63222,9999-01-01,Staff
81430,Jackson,Milicia,49769,9999-01-01,Senior Staff
81430,Jackson,Milicia,49769,9999-01-01,Staff
81432,Hideyuki,Veldwijk,76081,9999-01-01,Engineer
81432,Hideyuki,Veldwijk,76081,9999-01-01,Senior Engineer
81438,Mack,McClure,40000,9999-01-01,Engineer
81438,Mack,McClure,40000,9999-01-01,Senior Engineer
81440,Fumitake,Melski,40000,9999-01-01,Engineer
81440,Fumitake,Melski,40000,9999-01-01,Senior Engineer
81449,Arve,Halloran,55086,9999-01-01,Senior Staff
81449,Arve,Halloran,55086,9999-01-01,Staff
81466,Zejun,Krone,67218,9999-01-01,Engineer
81466,Zejun,Krone,67218,9999-01-01,Senior Engineer
81468,Aiman,Bodoff,40000,9999-01-01,Engineer
81468,Aiman,Bodoff,40000,9999-01-01,Senior Engineer
81479,Girolamo,Vuskovic,42719,9999-01-01,Engineer
81479,Girolamo,Vuskovic,42719,9999-01-01,Senior Engineer
81494,Hatsukazu,Litzkow,40000,9999-01-01,Technique Leader
81503,Kolar,Rabejac,61837,9999-01-01,Engineer
81503,Kolar,Rabejac,61837,9999-01-01,Senior Engineer
81508,Bokyung,Janocha,62610,9999-01-01,Senior Staff
81508,Bokyung,Janocha,62610,9999-01-01,Staff
81509,Munehiko,Trachtenberg,40000,9999-01-01,Engineer
81509,Munehiko,Trachtenberg,40000,9999-01-01,Senior Engineer
81510,Mamdouh,Penttonen,40396,9999-01-01,Senior Staff
81510,Mamdouh,Penttonen,40396,9999-01-01,Staff
81517,Xiong,Reutenauer,90488,9999-01-01,Senior Staff
81517,Xiong,Reutenauer,90488,9999-01-01,Staff
81527,Arnd,Bouloucos,103938,9999-01-01,Senior Staff
81527,Arnd,Bouloucos,103938,9999-01-01,Staff
81537,Beshir,Pezzoli,56162,9999-01-01,Senior Staff
81537,Beshir,Pezzoli,56162,9999-01-01,Staff
81543,Jianhui,Ishibashi,74442,9999-01-01,Senior Staff
81543,Jianhui,Ishibashi,74442,9999-01-01,Staff
81549,Takahira,Leslie,47207,9999-01-01,Engineer
81549,Takahira,Leslie,47207,9999-01-01,Senior Engineer
81553,Adin,Fortenbacher,40000,9999-01-01,Senior Staff
81553,Adin,Fortenbacher,40000,9999-01-01,Staff
81564,Martijn,Michaels,40000,9999-01-01,Engineer
81564,Martijn,Michaels,40000,9999-01-01,Senior Engineer
81572,Ingemar,DiGiano,40000,9999-01-01,Engineer
81572,Ingemar,DiGiano,40000,9999-01-01,Senior Engineer
81587,Mani,Pluym,40000,9999-01-01,Engineer
81587,Mani,Pluym,40000,9999-01-01,Senior Engineer
81589,Bernd,Wilfing,40000,9999-01-01,Engineer
81589,Bernd,Wilfing,40000,9999-01-01,Senior Engineer
81592,Monique,Rehfuss,75008,9999-01-01,Senior Staff
81594,Saddek,Spinelli,40000,9999-01-01,Technique Leader
81599,Oldrich,Emmerich,40830,9999-01-01,Senior Staff
81599,Oldrich,Emmerich,40830,9999-01-01,Staff
81603,Suzette,Zuberek,68350,9999-01-01,Senior Staff
81603,Suzette,Zuberek,68350,9999-01-01,Staff
81645,Jasminko,Reinhart,40000,9999-01-01,Engineer
81645,Jasminko,Reinhart,40000,9999-01-01,Senior Engineer
81648,Jungsoon,Doering,58756,9999-01-01,Engineer
81648,Jungsoon,Doering,58756,9999-01-01,Senior Engineer
81649,Xuedong,Krohn,62028,9999-01-01,Senior Staff
81649,Xuedong,Krohn,62028,9999-01-01,Staff
81653,Adit,Brobst,40000,9999-01-01,Engineer
81653,Adit,Brobst,40000,9999-01-01,Senior Engineer
81658,Rosine,Pearson,40000,9999-01-01,Engineer
81658,Rosine,Pearson,40000,9999-01-01,Senior Engineer
81660,Arno,Schaap,40000,9999-01-01,Senior Staff
81672,Kazuhito,Aloia,40000,9999-01-01,Engineer
81676,Sham,Wrigley,49226,9999-01-01,Senior Staff
81676,Sham,Wrigley,49226,9999-01-01,Staff
81710,Girolamo,Hennings,48749,9999-01-01,Senior Staff
81710,Girolamo,Hennings,48749,9999-01-01,Staff
81717,Toney,Anguita,72518,9999-01-01,Senior Staff
81717,Toney,Anguita,72518,9999-01-01,Staff
81730,Sergi,DuBourdieux,90708,9999-01-01,Senior Staff
81730,Sergi,DuBourdieux,90708,9999-01-01,Staff
81747,Vitali,Tanemo,80349,9999-01-01,Staff
81751,Ulises,Salinas,40000,9999-01-01,Staff
81755,Peer,Beeson,40000,9999-01-01,Senior Staff
81755,Peer,Beeson,40000,9999-01-01,Staff
81767,Augustine,Matzov,64335,9999-01-01,Senior Staff
81767,Augustine,Matzov,64335,9999-01-01,Staff
81785,Patricia,Rando,65584,9999-01-01,Senior Staff
81785,Patricia,Rando,65584,9999-01-01,Staff
81805,Gianluca,Bail,57069,9999-01-01,Engineer
81805,Gianluca,Bail,57069,9999-01-01,Senior Engineer
81810,Baruch,Schaap,48511,9999-01-01,Technique Leader
81815,Chaitali,Kuhnemann,45896,9999-01-01,Engineer
81815,Chaitali,Kuhnemann,45896,9999-01-01,Senior Engineer
81817,Demos,Aloia,76190,9999-01-01,Engineer
81817,Demos,Aloia,76190,9999-01-01,Senior Engineer
81839,Leah,Curless,40000,9999-01-01,Engineer
81839,Leah,Curless,40000,9999-01-01,Senior Engineer
81847,Ymte,Figueira,40000,9999-01-01,Senior Engineer
81849,Debatosh,Bednarek,66528,9999-01-01,Senior Staff
81851,Dante,Heystek,40000,9999-01-01,Engineer
81851,Dante,Heystek,40000,9999-01-01,Senior Engineer
81856,Masamitsu,Maierhofer,40000,9999-01-01,Senior Staff
81856,Masamitsu,Maierhofer,40000,9999-01-01,Staff
81861,Tesuro,Walstra,54826,9999-01-01,Engineer
81861,Tesuro,Walstra,54826,9999-01-01,Senior Engineer
